Id,Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,LANDYADDRE,LANDXADDRE,ADDRESSPOS,ADDRESSBUI,HYPERLINK,PHOTOURL,ADDRESSUNI,ADDRESSFLO,ADDRESSSTR,ADDRESSBLO,INC_CRC,FMEL_UPD_D,snippet,Y,X
66,Jurong East ClubFITT Gym,"Facilities: Standard Gymnasium Equipment and Exercise Equipment
Operating Hours: 7.00 AM to 10.00 PM (Mon/Wed/Fri), 8.30 AM to 10.00 PM (Tue/Thur), 8.30 AM to 8.00 PM (Sat), (9.00 AM to 8.00 Pm (Sun), 9.00 AM to 5.00 PM (Public Holiday)
Tel: 6896 3569",,,,,-1,0,-1,,,0,0,609517,,,,,,Jurong East St. 31,21,36E5745AABDF5045,2.01601E+13,,36483.44789,16372.15129
67,Jurong West ClubFITT Gym,"Facilities: Standard Gymnasium Equipment
Operating Hours: 7.00 AM to 10.00 PM (Mon/Wed/Fri), 8.30 AM to 10.00 PM (Tue/Thur), 8.30 AM to 8.00 PM (Sat), (9.00 AM to 8.00 Pm (Sun), 9.00 AM to 5.00 PM (Public Holiday)
Tel: 6515 5256",,,,,-1,0,-1,,,0,0,648965,,,,,,Jurong West St 93,20,E4C452427E90B81F,2.01601E+13,,35621.42769,12469.5955
68,Pasir Ris ClubFITT Gym,"Facilities: Standard Gymnasium Equipment
Operating Hours: 7.00 AM to 10.00 PM (Mon/Wed/Fri), 8.30 AM to 10.00 PM (Tue/Thur), 8.30 AM to 8.00 PM (Sat), (9.00 AM to 8.00 Pm (Sun), 9.00 AM to 5.00 PM (Public Holiday)",,,,,-1,0,-1,,,0,0,519640,,,,,,Pasir Ris Central,120,75B56EEB2293FAB1,2.01601E+13,,39605.36969,41188.0356
69,Physical ABuse,"Operating Hours: Monday ? Friday : 7.00am ? 10.00pm 

Saturday, Sunday and Public Holidays : 8.00am ? 8.00pm 
Tel: 6536 5580",,,,,-1,0,-1,,,0,0,59763,,,,28,1,Havelock Road 2HR,2,D9C883412EA536DC,2.01807E+13,,29905.42629,29289.06399
70,Central Pilates,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,227977,,,,9,1,Winstedt Road,10,AB171A85B419B656,2.01807E+13,,32470.31569,28956.205
71,Gold's Gym - IBP Jurong East,"Operating Hours: Monday - Friday: 7.30am - 9.00pm

Saturday: 7.30am - 3.00pm",,,,,-1,0,-1,,,0,0,609930,,,,5,1,International Business Park,2,5ADE95E16F4DE7AF,2.01807E+13,,34656.10209,18389.2377
72,Pure Fitness - Knightsbridge,"Facilities: Cycling and group fitness studios, cardio machines, resistance machines, free weights
Operating Hours: Monday - Saturday
6am - 12 midnight

Sunday & Public holidays
8am - 10pm
Tel: 6100 3813",,,,,-1,0,-1,,,0,0,18960,,,,,,Orchard Road,3,788B7E5BA692EB6D,2.01807E+13,,29051.73049,29979.31459
73,Updog Studio,"Operating Hours: Monday - Thursday: 8:30am - 9:30pm

Friday: 8:30am - 8:00pm

Saturday - Sunday: 7:30am - 5:30pm",,,,,-1,0,-1,,,0,0,449874,Big Splash,,,05A,2,East Coast Parkway,902 B,3DBE70577DEED93A,2.01807E+13,,31093.94949,35396.0103
74,Breathe Pilates - Novena,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,307506,,,,33,9,Sinaran Drive,10,3FF83B00B3889020,2.01807E+13,,33631.92479,29176.7315
75,Delta ClubFITT Gym,"Facilities: Standard Gymnasium Equipment
Operating Hours: 7.00 AM to 10.00 PM (Mon/Wed/Fri), 8.30 AM to 10.00 PM (Tue/Thur), 8.30 AM to 8.00 PM (Sat), (9.00 AM to 8.00 Pm (Sun), 9.00 AM to 5.00 PM (Public Holiday)
Tel: 6471 9030",,,,,-1,0,-1,,,0,0,158790,,,,,,Tiong Bahru Road,900,33FF9E423E3E3908,2.01807E+13,,30165.21349,26492.50429
76,Yogapoint Singapore,Operating hours Mon - Fri 0615 - 2200 Weekend 0800 - 2100,,,,,-1,0,-1,,,0,0,88998,,,,,,3rd Floor 31B Kreta Ayer Road,,DD0CFDD91DBB75CF,2.01807E+13,,29233.92139,28984.0342
77,Amore Fitness - Woodlands Civic Centre,"Operating Hours: Monday-Friday: 9.00 AM - 10.00 PM
Saturday: 9.00 AM - 7.30 PM
Sunday & Public Holiday: 9.00 AM - 6.00 PM",,,,,-1,0,-1,,,0,0,730900,,,,11,6,South Woodlands Drive,900,6E838EA7DB6D86F9,2.01601E+13,,46309.1924,22803.1143
78,Ananda Marga Yoga Society of Singapore - MacPherson,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,368150,,,,,,A MacPherson Road,439,954EBECDBB1C33F2,2.01601E+13,,34912.49449,33309.195
79,Jal Yoga,Operating Hours 7am to 9pm including Public Holiday,,,,,-1,0,-1,,,0,0,119964,,,,03A,1,Alexandra Road,991,A9F429BA815FB2AE,2.01711E+13,,28544.38329,24615.9767
80,One Wellness Fitness Club,"Operating Hours: Monday - Friday: 
7.00 am - 10.00 pm

Saturday: 
10.00 am - 7.00 pm

Sunday: 
10.00 am - 4.00 pm

Tel: 6221 9663",,,,,-1,0,-1,,,0,0,188440,,,,,,New Bugis St,164A,F4CBBAAE83F1BB8F,2.01605E+13,,31474.43109,30440.5329
81,The Gym Nation,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,679910,Senja Cashew CC,,,2,2,Bukit Panjang Road,101,D961379FBEED3A0A,2.01605E+13,,40394.4742,20359.1208
82,The Yoga Shala,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,88266,,,,,,Yan Kit Road,11,73F9ADF677C46246,2.01601E+13,,28777.25419,28957.0892
83,Total Yoga - Orchard Road,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,229572,,,,4,,Claymore Hill,8,CC585D49B7A6AB10,2.01601E+13,,32217.14439,27857.4909
84,True Fitness - Chevron House,"Operating Hours: Mon ? Thurs: 6am ? 11pm 

Fri: 6am ? 10pm 

Sat: 6am ? 8pm 

Sun / Public Holiday: 8am ? 6pm
Tel: 6438 3000",,,,,-1,0,-1,,,0,0,48622,,,,0,7,Raffles Place,30,55F348B658CA9A22,2.01601E+13,,29630.03159,30070.9937
85,True Fitness - NTUC Income Tampines Junction,"Operating Hours: Mon ? Thurs: 6am ? 11pm

Fri: 6am ? 10pm

Sat: 6am ? 9pm

Sun / Public Holiday: 8am ? 8pm
Tel: 6788 9555",,,,,-1,0,-1,,,0,0,529652,NTUC Income Tampines Junction,,,1,8,Tampines Avenue 5,300,41D9806063028807,2.01601E+13,,37376.84699,39831.90229
86,True Fitness - Parkway Parade,"Operating Hours: Mon ? Fri: 7am ? 10pm 

Sat / Sun / Public Holiday: 8am ? 9.30pm 
Tel: 6348 2900",,,,,-1,0,-1,,,0,0,449269,,,,15,7,Marine Parade Road,80,8F1010F8ADCA9342,2.01601E+13,,31504.75659,35990.13909
87,True Fitness - VivoCity,"Operating Hours: Mon ? Fri: 7am ? 10.30pm 

Sat - Sun: 7am ? 9pm 

Public Holiday: 8am ? 8pm 
Tel: 6278 3000",,,,,-1,0,-1,,,0,0,98585,VivoCity,,,10,3,Harbourfront Walk,1,EBADE26CDF33C220,2.01601E+13,,27435.86429,26719.0281
88,True Yoga - Ocean Financial Centre,Operating Hours: 7am to 11pm daily,,,,,-1,0,-1,,,0,0,49315,Ocean Financial Centre,,,,4,Collyer Quay,10,5279FD4AB71A1AD6,2.01601E+13,,29491.01749,30061.1644
89,True Yoga - Pacific Plaza,Operating Hours: 7am to 11pm daily,,,,,-1,0,-1,,,0,0,228210,Pacific Plaza,,,,4,Scotts Road,9,0A374185578ECB2D,2.01601E+13,,32095.76609,27867.3224
90,Viva Fit Singapore - Beach Road,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,189688,Bulkhaul House,,,2,2,Beach Rd,67,E49D75A98E1B1ED4,2.01601E+13,,31036.67339,30558.17439
91,Viva Fit Singapore - Raffles Place,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,48979,,,,0,3,Malacca Street,20,146FD2E7D4B5A1AB,2.01601E+13,,29597.34149,29935.7019
92,Viva Fit Singapore - Tanjong Pagar,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,82001,,,,24,2,Tanjong Pagar Plaza,1,4429E461D112F2DF,2.01601E+13,,28674.46889,29009.9303
93,WabiSabi Holistic Lifestyle,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,59817,,,,12,3,Eu Tong Sen St. The Central,6,CA6518431554247F,2.01601E+13,,30141.43639,29473.2133
94,Yaatra,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,88852,,,,,,A Neil Road,114,83CABA853785A748,2.01601E+13,,29070.63889,28940.5599
95,Fitness First - One Raffles Place,"Facilities: Group Exercise studio, free weights area, jacuzzi, swimming pool, cardiovascular and resistance  training equipment
Operating Hours: Monday ? Friday : 6.00am ? 10.00pm 

Saturday : 7.00am ? 7.00pm

Sunday and Public Holidays : Closed 
Tel: 65",,,,,-1,0,-1,,,0,0,48616,,,,0,6,Raffles Place,1,D06CEF960BB10419,2.01601E+13,,29641.31259,29965.8315
96,Sengkang ClubFITT Gym,"Facilities: Standard Gymnasium Equipment
Operating Hours: 7.00 AM to 10.00 PM (Mon/Wed/Fri), 8.30 AM to 10.00 PM (Tue/Thur), 8.30 AM to 8.00 PM (Sat), (9.00 AM to 8.00 Pm (Sun), 9.00 AM to 5.00 PM (Public Holiday)
Tel: 6315 3577",,,,,-1,0,-1,,,0,0,544964,,,,,,Anchorvale Road,57,4DBCC23E5FEED82A,2.01601E+13,,41933.0562,33838.7324
97,Tampines ClubFITT Gym,"Facilities: Standard Gymnasium Equipment
Operating Hours: 7.00 AM to 10.00 PM (Mon/Wed/Fri), 8.30 AM to 10.00 PM (Tue/Thur), 8.30 AM to 8.00 PM (Sat), (9.00 AM to 8.00 Pm (Sun), 9.00 AM to 5.00 PM (Public Holiday). Lady Hours: 2.00 PM to 4.00 PM (Mon)
Te",,,,,-1,0,-1,,,0,0,529652,,,,,,Tampines Ave 5,505,41D9806016B6F96F,2.01601E+13,,37376.84699,39831.90229
98,Toa Payoh ClubFITT Gym,"Facilities: Standard Gymnasium Equipment
Operating Hours: 7.00 AM to 10.00 PM (Mon/Wed/Fri), 8.30 AM to 10.00 PM (Tue/Thur), 8.30 AM to 8.00 PM (Sat), (9.00 AM to 8.00 Pm (Sun), 9.00 AM to 5.00 PM (Public Holiday)
Tel: 6256 7153",,,,,-1,0,-1,,,0,0,319392,,,,,,Toa Payoh Lor 6,301,E68BF3E7C1D30BCF,2.01601E+13,,34756.52169,29854.9996
99,Pilates Body Pilot - Biopolis,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,138667,,,,4,1,Biopolis Way,11,4C534929B93B4FD1,2.01601E+13,,31871.78619,23341.5261
100,Pilates Bodyworks - Finlayson Green,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,49246,,,,1,12,Finlayson Green,1,270F7A5B7642F5B3,2.01601E+13,,29409.20749,29999.6924
101,Pilates Fitness,"Operating Hours: Monday ? Friday: 8.30am ? 9.30pm 

Saturday: 9am ? 4pm 

Closed on Sundays, Christmas, New Year and Chinese New Year. We are open on rest of the public holidays.",,,,,-1,0,-1,,,0,0,98854,,,,,,Telok Blangah Road,434,5AB246115C3F248B,2.01601E+13,,28088.40669,25730.9402
102,Pilates Flow,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,269748,,,,6,2,2nd Avenue Junction,733,B3C3A5372AD5DC1F,2.01601E+13,,34670.88419,24232.9921
103,Pilates Inc - The Moving Body Group - East Coast,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,428766,,,,5,6,East Coast Road,46,D6386C12A786B0C7,2.01601E+13,,31857.85609,35792.5941
104,Platinum Yoga,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,449408,Parkway Centre,,,5,,Marine Parade Central,1,E63CC7C7DC804474,2.01601E+13,,31581.72219,36088.3456
105,PowerMoves Pilates - Bishan Park,"Operating Hours: Monday to Thursday: 8:30am to 1:30pm & 4:30pm to 9:30pm
 
Friday: 
8:30am to 1:30pm 

Saturday: 
8:30am to 5:30pm 

Sunday: 
9.30am to 1.30pm",,,,,-1,0,-1,,,0,0,569931,Aramsa ~ The Garden Spa,,,,,Bishan Park II,,A96E493522B51019,2.01601E+13,,38288.75159,29577.4725
106,PowerMoves Pilates - Dempsey Hill,"Operating Hours: Monday to Thursday: 8:30am to 1:30pm & 4:30pm to 9:30pm
 
Friday: 
8:30am to 1:30pm 

Saturday: 
8:30am to 5:30pm 

Sunday: 
9.30am to 1.30pm",,,,,-1,0,-1,,,0,0,249683,,,,,,Dempsey Road,6,CD2E40A13B047C9D,2.01601E+13,,31909.19129,25245.2533
107,Pure Yoga - Chevron House,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,48622,,,,,,30 Raffles Place,4,55F348B63DA0EC03,2.01601E+13,,29630.03159,30070.9937
108,Pure Yoga - Ngee Ann City,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,238873,Ngee Ann City Tower A,,,,,391A Orchard Road,18,80D12C516CF43CFE,2.01601E+13,,31640.96679,28151.0836
109,Real Yoga,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,238843,The Centrepoint,,,6,6,Orchard Road,176,17CFC6C940B57390,2.01601E+13,,31591.63669,28716.7492
110,Reebok CrossFit Enduro,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,207629,Teck Heng Long Industrial Building,,,3,1,Syed Alwi Road,11,C1D57D06F78833B4,2.01601E+13,,32126.46449,30765.6251
111,Singapore CrossFit Hub,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,368241,Citimac Building,,,11,7,Blk B,605,31AD9522FBA3F2BE,2.01601E+13,,35109.17529,34053.6754
112,Sivananda Yoga Vedanta Centre,Tel: 90679100/ 98386704,,,,,-1,0,-1,,,0,0,89835,,,,,3,Bukit Pasoh Rd,21B,4E3130390C3D3425,2.01601E+13,,29052.55159,28802.7994
113,Sky Fitness - Harbourfront,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,99254,HarbourFront Tower 2,,,1,16,HarbourFront Place,3,36A4F41E7C420D17,2.01601E+13,,27446.00229,26371.5996
114,Bedok ClubFITT Gym,"Facilities: Standard Gymnasium Equipment
Operating Hours: 7.00 AM to 10.00 PM (Mon/Wed/Fri), 8.30 AM to 10.00 PM (Tue/Thur), 8.30 AM to 8.00 PM (Sat), (9.00 AM to 8.00 Pm (Sun), 9.00 AM to 5.00 PM (Public Holiday)
Tel: 6244 5387",,,,,-1,0,-1,,,0,0,469645,,,,,,Bedok North St 2,5,75B1D5A52513200F,2.01601E+13,,34232.30879,39686.5124
115,Spaboutique,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,258373,,,,,,Nassim Road,6,6A3697AF1FF07C6F,2.01601E+13,,32233.82309,27177.998
116,The Gym At Orchard,"Operating Hours: Monday - Friday: 
7am - 10pm 

Saturday: 
8am - 10pm 

Sunday: 
8am - 8pm",,,,,-1,0,-1,,,0,0,238882,Liat Towers,,,,,Orchard Road,4,ECC6FB237686A01D,2.01601E+13,,31981.75179,27628.9842
117,The Pilates Place,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,78999,,,,1,2,Tras Street,60,900FFAC2BAC9586E,2.01601E+13,,28926.22269,29203.6389
118,Fitness First - Fusionopolis,"Facilities: Cardio equipment, weight machines, free weights, swimming pool, Group Exercise studio, Mind and Body studio.
Operating Hours: Monday ? Friday : 6.00am ? 10.00pm 

Saturday : 7.00am ? 7.00pm

Sunday and Public Holidays : 8.00am ? 6.00pm
Tel: 6",,,,,-1,0,-1,,,0,0,138632,,,,11,23,Fusionopolis Way,1,9E0F71EB521A8E23,2.01709E+13,,31294.90149,22890.1239
119,Amore Fitness - City Square Mall,"Operating Hours: Monday-Friday:  8.00 AM - 10.00 PM
Saturday: 9.00 AM - 9.30 PM
Sunday & Public Holiday: 9.00 AM - 9.00 PM",,,,,-1,0,-1,,,0,0,208539,,,,1,6,Kitchener Road,180,1D075CE9E2DB70DC,2.01709E+13,,32632.75939,30578.4394
120,E's FITNESS PTE. LTD.,"Working Hours: 
Monday - Friday
7am - 10pm

Saturday
7am - 8pm

Sunday
7am - 6pm

Tel: 6222 6517",,,,,-1,0,-1,,,0,0,89752,,,,,,Cantonment Road,51,534BEFC669635369,2.01605E+13,,29018.71949,28786.6253
121,YogaDivas - Nassim Road,Tel: 68870760/ 94571096,,,,,-1,0,-1,,,0,0,247974,Spa Boutique,,,,,Nassim Road,6,932A900A6346F19A,2.01601E+13,,31143.36809,25911.9935
122,Absolute Yoga - River Valley,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,248371,Valley Point,,,1,2,River Valley Rd,491,ABBD171C5FB606F7,2.01601E+13,,30600.86549,27290.2098
123,Yoga On Nassim,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,269758,Spa Boutique,,,,,Nassim Road,6,FC71B3A9BE8CC69A,2.01601E+13,,34803.18509,23876.2654
124,YogaDivas - Leonie Hill,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,258373,Leonie Hill Condo,,,,,Leonie Hill Road,,6A3697AFDE3C67E1,2.01601E+13,,32233.82309,27177.998
125,YogaDivas - Phoenix Park,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,247974,Phoenix Park,,,,,Tanglin Road,308,932A900ADA8D102D,2.01601E+13,,31143.36809,25911.9935
126,Ananda Marga Yoga Society of Singapore - Parkway Centre,"Operating Hours: Mon ? Fri : 9am ? 10pm

Sat ? Sun : 9am ? 4pm",,,,,-1,0,-1,,,0,0,449408,,,,1,7,Marine Parade Central,1,E63CC7C7C3C8A2DF,2.01601E+13,,31581.72219,36088.3456
127,Balancing Rocks Yoga Studio,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,199551,,,,0,2,Beach Road,287,0315F25C07EC3F64,2.01601E+13,,31480.97069,31023.0188
128,Basic Essence,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,259760,,,,4,4,Bukit Timah Road,501,D1ABF0A06FAE584E,2.01601E+13,,33868.94739,25877.3614
